id,title,primary_action,priority_tier,evidence_strength,evidence_reason,rationale,next_step,suggested_owner,success_measure,scenario_value_eur,scenario_type,scenario_period,scenario_formula,scenario_assumptions,also_flagged,caveats,source_refs,competitor_examples,product_id,product_name,brand,subcategory,shade_group,supplier,private_label,status,stock_status,seasonality,pack_size,price_eur,channel_revenue_eur_12w,channel_units_12w,channel_margin_pct,channel_trend_12w_pct,market_revenue_eur_12w,market_trend_12w_pct,channel_to_market_ratio_pct,peer_ratio_pct,peer_margin_pct,peer_count,peer_ids,comp_benchmark_price_eur,competitor_rows,shelf_space_cm
sku-HC0002,Investigate zero sales for ZenBeauty Private Label Color Studio Sunlit Peach (HC0002),Investigate zero sales,Now,Needs context,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","Active and in stock, with €0.00 channel revenue and 0 units. Market-demand proxy €64,200.00, trend +31.0%. This exception does not require top-third demand.","Check listing visibility, barcode mapping, distribution and sales-feed completeness. Check the selling season before allocating promotional spend.",E-commerce / category operations,"Validated listing and sales feed; first confirmed sales, units and gross profit.",,Not estimated,12 weeks,No defensible monetary estimate from the supplied data.,"[""An investigation is recommended; financial impact is not established.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool."", ""Summer item: verify the selling calendar before promotion, reactivation or clearance; the performance-window end is unknown.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0002"", ""row_number"": 3}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0002"", ""row_number"": 3}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM023"", ""row_number"": 24}]","[{""brand"": ""Wella"", ""name"": ""Wella Permanent Beach Blonde"", ""observed_date"": ""2026-07-01"", ""price_eur"": 25.41, ""record_id"": ""CM023"", ""signal_score_0_100"": 27.8, ""signal_valid"": true, ""source"": ""google_trends"", ""trend_score_12w_pct"": 0.251}]",HC0002,ZenBeauty Private Label Color Studio Sunlit Peach,ZenBeauty Private Label,Semi-Permanent / Fashion Color,Summer,Own Brand Sourcing GmbH,True,aktiv,in_stock,Summer,60 ml,6.49,0.0,0,0.57,-1.0,64200.0,0.31,0.0,4.215972941094782,0.363,27,"[""HC0038"", ""HC0055"", ""HC0057"", ""HC0059"", ""HC0061"", ""HC0068"", ""HC0074"", ""HC0077"", ""HC0078"", ""HC0080"", ""HC0088"", ""HC0102"", ""HC0113"", ""HC0115"", ""HC0133"", ""HC0149"", ""HC0154"", ""HC0171"", ""HC0180"", ""HC0186"", ""HC0197"", ""HC0208"", ""HC0209"", ""HC0215"", ""HC0219"", ""HC0224"", ""HC0228""]",25.41,1,5.0
sku-HC0193,Investigate zero sales for Revlon Total Color Ruby Red (HC0193),Investigate zero sales,Now,Needs context,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","Active and in stock, with €0.00 channel revenue and 0 units. Market-demand proxy €15,465.72, trend +16.3%. This exception does not require top-third demand.","Check listing visibility, barcode mapping, distribution and sales-feed completeness. Check the selling season before allocating promotional spend.",E-commerce / category operations,"Validated listing and sales feed; first confirmed sales, units and gross profit.",,Not estimated,12 weeks,No defensible monetary estimate from the supplied data.,"[""An investigation is recommended; financial impact is not established.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0193"", ""row_number"": 194}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0193"", ""row_number"": 194}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM045"", ""row_number"": 46}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM052"", ""row_number"": 53}]","[{""brand"": ""Syoss"", ""name"": ""Syoss Permanent Intense Red"", ""observed_date"": ""2026-07-01"", ""price_eur"": 25.5, ""record_id"": ""CM045"", ""signal_score_0_100"": 42.3, ""signal_valid"": true, ""source"": ""google_trends"", ""trend_score_12w_pct"": -0.147}, {""brand"": ""Revlon"", ""name"": ""Revlon Permanent Intense Red"", ""observed_date"": ""2026-07-01"", ""price_eur"": 26.82, ""record_id"": ""CM052"", ""signal_score_0_100"": 78.6, ""signal_valid"": true, ""source"": ""google_trends"", ""trend_score_12w_pct"": 0.18}]",HC0193,Revlon Total Color Ruby Red,Revlon,Permanent Color,Red,P&G Beauty,False,aktiv,in_stock,Evergreen,200 ml,8.1,0.0,0,0.369,0.231,15465.72,0.163,0.0,7.216658873886855,0.391,50,"[""HC0001"", ""HC0008"", ""HC0011"", ""HC0013"", ""HC0015"", ""HC0017"", ""HC0018"", ""HC0025"", ""HC0028"", ""HC0032"", ""HC0037"", ""HC0040"", ""HC0041"", ""HC0048"", ""HC0049"", ""HC0051"", ""HC0064"", ""HC0083"", ""HC0094"", ""HC0096"", ""HC0099"", ""HC0105"", ""HC0106"", ""HC0110"", ""HC0112"", ""HC0120"", ""HC0123"", ""HC0131"", ""HC0132"", ""HC0142"", ""HC0146"", ""HC0159"", ""HC0167"", ""HC0170"", ""HC0172"", ""HC0176"", ""HC0177"", ""HC0179"", ""HC0182"", ""HC0184"", ""HC0190"", ""HC0191"", ""HC0195"", ""HC0201"", ""HC0206"", ""HC0207"", ""HC0211"", ""HC0212"", ""HC0222"", ""HC0231""]",26.16,2,4.0
sku-HC0101,Review reactivation of Bleach London White Toner Cool Ash Blonde (HC0101),Review reactivation,Validate first,Needs context,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","Inactive, but the market-demand proxy is €332,008.70 and growing +17.8%. The reason for inactivity is not supplied.","Establish why the item is inactive and whether the demand signal is relevant. Check supply, product role and commercial terms before a reactivation trial.",Category manager,"Documented range decision; if trialled, units and gross profit against an agreed baseline.",,Not estimated,12 weeks,No defensible monetary estimate from the supplied data.,"[""An investigation is recommended; financial impact is not established.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0101"", ""row_number"": 102}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0101"", ""row_number"": 102}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM053"", ""row_number"": 54}]","[{""brand"": ""Clairol"", ""name"": ""Clairol Color Cool Ash Blonde"", ""observed_date"": ""2026-07-01"", ""price_eur"": 16.97, ""record_id"": ""CM053"", ""signal_score_0_100"": 11.2, ""signal_valid"": true, ""source"": ""google_trends"", ""trend_score_12w_pct"": 0.011}]",HC0101,Bleach London White Toner Cool Ash Blonde,Bleach London,Permanent Color,Ash Blonde,Indie Color Imports,False,inaktiv,in_stock,Evergreen,60 ml,16.54,33543.34,2024,0.36,0.148,332008.7,0.178,10.10315091140684,7.216658873886855,0.391,50,"[""HC0001"", ""HC0008"", ""HC0011"", ""HC0013"", ""HC0015"", ""HC0017"", ""HC0018"", ""HC0025"", ""HC0028"", ""HC0032"", ""HC0037"", ""HC0040"", ""HC0041"", ""HC0048"", ""HC0049"", ""HC0051"", ""HC0064"", ""HC0083"", ""HC0094"", ""HC0096"", ""HC0099"", ""HC0105"", ""HC0106"", ""HC0110"", ""HC0112"", ""HC0120"", ""HC0123"", ""HC0131"", ""HC0132"", ""HC0142"", ""HC0146"", ""HC0159"", ""HC0167"", ""HC0170"", ""HC0172"", ""HC0176"", ""HC0177"", ""HC0179"", ""HC0182"", ""HC0184"", ""HC0190"", ""HC0191"", ""HC0195"", ""HC0201"", ""HC0206"", ""HC0207"", ""HC0211"", ""HC0212"", ""HC0222"", ""HC0231""]",16.97,1,8.0
sku-HC0007,Review reactivation of Manic Panic High Voltage Ultra Violet (HC0007),Review reactivation,Validate first,Needs context,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","Inactive, but the market-demand proxy is €310,000.00 and growing +36.0%. The reason for inactivity is not supplied.","Establish why the item is inactive and whether the demand signal is relevant. Check supply, product role and commercial terms before a reactivation trial.",Category manager,"Documented range decision; if trialled, units and gross profit against an agreed baseline.",,Not estimated,12 weeks,No defensible monetary estimate from the supplied data.,"[""An investigation is recommended; financial impact is not established.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0007"", ""row_number"": 8}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0007"", ""row_number"": 8}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM001"", ""row_number"": 2}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM034"", ""row_number"": 35}]","[{""brand"": ""Manic Panic"", ""name"": ""Manic Panic High Voltage Ultra Violet"", ""observed_date"": ""2026-07-01"", ""price_eur"": 11.99, ""record_id"": ""CM001"", ""signal_score_0_100"": 96.0, ""signal_valid"": true, ""source"": ""amazon.de"", ""trend_score_12w_pct"": 0.58}, {""brand"": ""Madison Reed"", ""name"": ""Madison Reed Root Ultra Violet"", ""observed_date"": ""2026-07-01"", ""price_eur"": 7.16, ""record_id"": ""CM034"", ""signal_score_0_100"": 7.1, ""signal_valid"": true, ""source"": ""flaconi.de"", ""trend_score_12w_pct"": 0.038}]",HC0007,Manic Panic High Voltage Ultra Violet,Manic Panic,Semi-Permanent / Fashion Color,Vivid,P&G Beauty,False,inaktiv,out_of_stock,Evergreen,100 ml,18.92,0.0,0,0.268,-0.379,310000.0,0.36,0.0,4.215972941094782,0.363,27,"[""HC0038"", ""HC0055"", ""HC0057"", ""HC0059"", ""HC0061"", ""HC0068"", ""HC0074"", ""HC0077"", ""HC0078"", ""HC0080"", ""HC0088"", ""HC0102"", ""HC0113"", ""HC0115"", ""HC0133"", ""HC0149"", ""HC0154"", ""HC0171"", ""HC0180"", ""HC0186"", ""HC0197"", ""HC0208"", ""HC0209"", ""HC0215"", ""HC0219"", ""HC0224"", ""HC0228""]",9.575,2,10.0
sku-HC0034,Review reactivation of Manic Panic Classic Cream Light Blonde (HC0034),Review reactivation,Validate first,Needs context,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","Inactive, but the market-demand proxy is €196,865.95 and growing +12.0%. The reason for inactivity is not supplied.","Establish why the item is inactive and whether the demand signal is relevant. Check supply, product role and commercial terms before a reactivation trial.",Category manager,"Documented range decision; if trialled, units and gross profit against an agreed baseline.",,Not estimated,12 weeks,No defensible monetary estimate from the supplied data.,"[""An investigation is recommended; financial impact is not established.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0034"", ""row_number"": 35}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0034"", ""row_number"": 35}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM009"", ""row_number"": 10}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM054"", ""row_number"": 55}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM056"", ""row_number"": 57}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM058"", ""row_number"": 59}]","[{""brand"": ""Crazy Color"", ""name"": ""Crazy Color Permanent Dark Blonde"", ""observed_date"": ""2026-07-01"", ""price_eur"": 29.23, ""record_id"": ""CM009"", ""signal_score_0_100"": 43.7, ""signal_valid"": true, ""source"": ""tiktok_shop_signal"", ""trend_score_12w_pct"": 0.628}, {""brand"": ""Manic Panic"", ""name"": ""Manic Panic Semi-Permanent Light Blonde"", ""observed_date"": ""2026-07-01"", ""price_eur"": 17.43, ""record_id"": ""CM054"", ""signal_score_0_100"": 67.6, ""signal_valid"": true, ""source"": ""amazon.de"", ""trend_score_12w_pct"": 0.387}, {""brand"": ""Revlon"", ""name"": ""Revlon Gloss Dark Blonde"", ""observed_date"": ""2026-07-01"", ""price_eur"": 16.14, ""record_id"": ""CM056"", ""signal_score_0_100"": 103.0, ""signal_valid"": false, ""source"": ""flaconi.de"", ""trend_score_12w_pct"": -0.309}, {""brand"": ""Wella"", ""name"": ""Wella Gloss Honey Blonde"", ""observed_date"": ""2026-07-01"", ""price_eur"": 23.49, ""record_id"": ""CM058"", ""signal_score_0_100"": 12.5, ""signal_valid"": true, ""source"": ""google_trends"", ""trend_score_12w_pct"": 0.236}]",HC0034,Manic Panic Classic Cream Light Blonde,Manic Panic,Permanent Color,Blonde,Indie Color Imports,False,inaktiv,in_stock,Evergreen,1 kit,7.44,24277.45,3469,0.243,0.101,196865.95,0.12,12.331970053734533,7.216658873886855,0.391,50,"[""HC0001"", ""HC0008"", ""HC0011"", ""HC0013"", ""HC0015"", ""HC0017"", ""HC0018"", ""HC0025"", ""HC0028"", ""HC0032"", ""HC0037"", ""HC0040"", ""HC0041"", ""HC0048"", ""HC0049"", ""HC0051"", ""HC0064"", ""HC0083"", ""HC0094"", ""HC0096"", ""HC0099"", ""HC0105"", ""HC0106"", ""HC0110"", ""HC0112"", ""HC0120"", ""HC0123"", ""HC0131"", ""HC0132"", ""HC0142"", ""HC0146"", ""HC0159"", ""HC0167"", ""HC0170"", ""HC0172"", ""HC0176"", ""HC0177"", ""HC0179"", ""HC0182"", ""HC0184"", ""HC0190"", ""HC0191"", ""HC0195"", ""HC0201"", ""HC0206"", ""HC0207"", ""HC0211"", ""HC0212"", ""HC0222"", ""HC0231""]",20.46,4,4.0
sku-HC0079,Review reactivation of John Frieda Defy Grey Dark Blonde (HC0079),Review reactivation,Validate first,Needs context,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","Inactive, but the market-demand proxy is €183,359.80 and growing +14.3%. The reason for inactivity is not supplied.","Establish why the item is inactive and whether the demand signal is relevant. Check supply, product role and commercial terms before a reactivation trial.",Category manager,"Documented range decision; if trialled, units and gross profit against an agreed baseline.",,Not estimated,12 weeks,No defensible monetary estimate from the supplied data.,"[""An investigation is recommended; financial impact is not established.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0079"", ""row_number"": 80}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0079"", ""row_number"": 80}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM009"", ""row_number"": 10}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM054"", ""row_number"": 55}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM056"", ""row_number"": 57}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM058"", ""row_number"": 59}]","[{""brand"": ""Crazy Color"", ""name"": ""Crazy Color Permanent Dark Blonde"", ""observed_date"": ""2026-07-01"", ""price_eur"": 29.23, ""record_id"": ""CM009"", ""signal_score_0_100"": 43.7, ""signal_valid"": true, ""source"": ""tiktok_shop_signal"", ""trend_score_12w_pct"": 0.628}, {""brand"": ""Manic Panic"", ""name"": ""Manic Panic Semi-Permanent Light Blonde"", ""observed_date"": ""2026-07-01"", ""price_eur"": 17.43, ""record_id"": ""CM054"", ""signal_score_0_100"": 67.6, ""signal_valid"": true, ""source"": ""amazon.de"", ""trend_score_12w_pct"": 0.387}, {""brand"": ""Revlon"", ""name"": ""Revlon Gloss Dark Blonde"", ""observed_date"": ""2026-07-01"", ""price_eur"": 16.14, ""record_id"": ""CM056"", ""signal_score_0_100"": 103.0, ""signal_valid"": false, ""source"": ""flaconi.de"", ""trend_score_12w_pct"": -0.309}, {""brand"": ""Wella"", ""name"": ""Wella Gloss Honey Blonde"", ""observed_date"": ""2026-07-01"", ""price_eur"": 23.49, ""record_id"": ""CM058"", ""signal_score_0_100"": 12.5, ""signal_valid"": true, ""source"": ""google_trends"", ""trend_score_12w_pct"": 0.236}]",HC0079,John Frieda Defy Grey Dark Blonde,John Frieda,Permanent Color,Blonde,Henkel Beauty Care,False,inaktiv,in_stock,Evergreen,1 kit,13.42,10637.29,788,0.22,0.321,183359.8,0.143,5.801320682068808,7.216658873886855,0.391,50,"[""HC0001"", ""HC0008"", ""HC0011"", ""HC0013"", ""HC0015"", ""HC0017"", ""HC0018"", ""HC0025"", ""HC0028"", ""HC0032"", ""HC0037"", ""HC0040"", ""HC0041"", ""HC0048"", ""HC0049"", ""HC0051"", ""HC0064"", ""HC0083"", ""HC0094"", ""HC0096"", ""HC0099"", ""HC0105"", ""HC0106"", ""HC0110"", ""HC0112"", ""HC0120"", ""HC0123"", ""HC0131"", ""HC0132"", ""HC0142"", ""HC0146"", ""HC0159"", ""HC0167"", ""HC0170"", ""HC0172"", ""HC0176"", ""HC0177"", ""HC0179"", ""HC0182"", ""HC0184"", ""HC0190"", ""HC0191"", ""HC0195"", ""HC0201"", ""HC0206"", ""HC0207"", ""HC0211"", ""HC0212"", ""HC0222"", ""HC0231""]",20.46,4,12.0
sku-HC0134,Review reactivation of dpHUE Root Touch-Up Kit Blue Black (HC0134),Review reactivation,Validate first,Needs context,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","Inactive, but the market-demand proxy is €174,186.25 and growing +24.1%. The reason for inactivity is not supplied.","Establish why the item is inactive and whether the demand signal is relevant. Check supply, product role and commercial terms before a reactivation trial.",Category manager,"Documented range decision; if trialled, units and gross profit against an agreed baseline.",,Not estimated,12 weeks,No defensible monetary estimate from the supplied data.,"[""An investigation is recommended; financial impact is not established.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0134"", ""row_number"": 135}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0134"", ""row_number"": 135}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM043"", ""row_number"": 44}]","[{""brand"": ""Herbatint"", ""name"": ""Herbatint Semi-Permanent Soft Black"", ""observed_date"": ""2026-07-01"", ""price_eur"": 19.9, ""record_id"": ""CM043"", ""signal_score_0_100"": 89.2, ""signal_valid"": true, ""source"": ""flaconi.de"", ""trend_score_12w_pct"": -0.152}]",HC0134,dpHUE Root Touch-Up Kit Blue Black,dpHUE,Permanent Color,Black,Labo Natural,False,inaktiv,in_stock,Evergreen,60 ml,21.41,12359.05,536,0.335,0.073,174186.25,0.241,7.095307465428529,7.216658873886855,0.391,50,"[""HC0001"", ""HC0008"", ""HC0011"", ""HC0013"", ""HC0015"", ""HC0017"", ""HC0018"", ""HC0025"", ""HC0028"", ""HC0032"", ""HC0037"", ""HC0040"", ""HC0041"", ""HC0048"", ""HC0049"", ""HC0051"", ""HC0064"", ""HC0083"", ""HC0094"", ""HC0096"", ""HC0099"", ""HC0105"", ""HC0106"", ""HC0110"", ""HC0112"", ""HC0120"", ""HC0123"", ""HC0131"", ""HC0132"", ""HC0142"", ""HC0146"", ""HC0159"", ""HC0167"", ""HC0170"", ""HC0172"", ""HC0176"", ""HC0177"", ""HC0179"", ""HC0182"", ""HC0184"", ""HC0190"", ""HC0191"", ""HC0195"", ""HC0201"", ""HC0206"", ""HC0207"", ""HC0211"", ""HC0212"", ""HC0222"", ""HC0231""]",19.9,1,6.0
sku-HC0085,Review reactivation of Bleach London White Toner Deep Auburn (HC0085),Review reactivation,Validate first,Needs context,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","Inactive, but the market-demand proxy is €121,014.24 and growing +5.6%. The reason for inactivity is not supplied.","Establish why the item is inactive and whether the demand signal is relevant. Check supply, product role and commercial terms before a reactivation trial.",Category manager,"Documented range decision; if trialled, units and gross profit against an agreed baseline.",,Not estimated,12 weeks,No defensible monetary estimate from the supplied data.,"[""An investigation is recommended; financial impact is not established.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0085"", ""row_number"": 86}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0085"", ""row_number"": 86}]",[],HC0085,Bleach London White Toner Deep Auburn,Bleach London,Root Touch-Up,Auburn,Beauty Direct EU,False,inaktiv,low_stock,Evergreen,1 kit,15.3,4282.82,244,0.193,-0.041,121014.24,0.056,3.539104158320541,5.440241102241644,0.361,26,"[""HC0005"", ""HC0020"", ""HC0042"", ""HC0046"", ""HC0052"", ""HC0056"", ""HC0071"", ""HC0075"", ""HC0076"", ""HC0084"", ""HC0086"", ""HC0090"", ""HC0145"", ""HC0148"", ""HC0155"", ""HC0156"", ""HC0157"", ""HC0161"", ""HC0174"", ""HC0178"", ""HC0181"", ""HC0189"", ""HC0203"", ""HC0204"", ""HC0213"", ""HC0217""]",,0,8.0
sku-HC0124,Review reactivation of Syoss Oleo Intense Honey Blonde (HC0124),Review reactivation,Validate first,Needs context,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","Inactive, but the market-demand proxy is €80,280.14 and growing +43.2%. The reason for inactivity is not supplied.","Establish why the item is inactive and whether the demand signal is relevant. Check supply, product role and commercial terms before a reactivation trial.",Category manager,"Documented range decision; if trialled, units and gross profit against an agreed baseline.",,Not estimated,12 weeks,No defensible monetary estimate from the supplied data.,"[""An investigation is recommended; financial impact is not established.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0124"", ""row_number"": 125}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0124"", ""row_number"": 125}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM066"", ""row_number"": 67}]","[{""brand"": ""Manic Panic"", ""name"": ""Manic Panic Care Dark Blonde"", ""observed_date"": ""2026-07-01"", ""price_eur"": 7.4, ""record_id"": ""CM066"", ""signal_score_0_100"": 24.2, ""signal_valid"": true, ""source"": ""amazon.de"", ""trend_score_12w_pct"": 0.163}]",HC0124,Syoss Oleo Intense Honey Blonde,Syoss,Toner / Gloss,Blonde,Labo Natural,False,inaktiv,in_stock,Evergreen,2 x 1 kit,6.39,4666.01,828,0.206,0.452,80280.14,0.432,5.812159769527058,5.1430535919575835,0.412,11,"[""HC0045"", ""HC0050"", ""HC0066"", ""HC0097"", ""HC0121"", ""HC0153"", ""HC0158"", ""HC0163"", ""HC0185"", ""HC0226"", ""HC0233""]",7.4,1,4.0
sku-HC0003,Review reactivation of Arctic Fox Semi Permanent Electric Blue (HC0003),Review reactivation,Validate first,Needs context,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","Inactive, but the market-demand proxy is €72,500.00 and growing +27.0%. The reason for inactivity is not supplied.","Establish why the item is inactive and whether the demand signal is relevant. Check supply, product role and commercial terms before a reactivation trial.",Category manager,"Documented range decision; if trialled, units and gross profit against an agreed baseline.",,Not estimated,12 weeks,No defensible monetary estimate from the supplied data.,"[""An investigation is recommended; financial impact is not established.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0003"", ""row_number"": 4}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0003"", ""row_number"": 4}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM001"", ""row_number"": 2}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM034"", ""row_number"": 35}]","[{""brand"": ""Manic Panic"", ""name"": ""Manic Panic High Voltage Ultra Violet"", ""observed_date"": ""2026-07-01"", ""price_eur"": 11.99, ""record_id"": ""CM001"", ""signal_score_0_100"": 96.0, ""signal_valid"": true, ""source"": ""amazon.de"", ""trend_score_12w_pct"": 0.58}, {""brand"": ""Madison Reed"", ""name"": ""Madison Reed Root Ultra Violet"", ""observed_date"": ""2026-07-01"", ""price_eur"": 7.16, ""record_id"": ""CM034"", ""signal_score_0_100"": 7.1, ""signal_valid"": true, ""source"": ""flaconi.de"", ""trend_score_12w_pct"": 0.038}]",HC0003,Arctic Fox Semi Permanent Electric Blue,Arctic Fox,Semi-Permanent / Fashion Color,Vivid,P&G Beauty,False,inaktiv,out_of_stock,Evergreen,2 x 1 kit,14.21,0.0,0,0.455,-0.23,72500.0,0.27,0.0,4.215972941094782,0.363,27,"[""HC0038"", ""HC0055"", ""HC0057"", ""HC0059"", ""HC0061"", ""HC0068"", ""HC0074"", ""HC0077"", ""HC0078"", ""HC0080"", ""HC0088"", ""HC0102"", ""HC0113"", ""HC0115"", ""HC0133"", ""HC0149"", ""HC0154"", ""HC0171"", ""HC0180"", ""HC0186"", ""HC0197"", ""HC0208"", ""HC0209"", ""HC0215"", ""HC0219"", ""HC0224"", ""HC0228""]",9.575,2,8.0
sku-HC0010,Review reactivation of Manic Panic Classic Cream Ultra Violet (HC0010),Review reactivation,Validate first,Needs context,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","Inactive, but the market-demand proxy is €71,115.63 and growing +24.6%. The reason for inactivity is not supplied.","Establish why the item is inactive and whether the demand signal is relevant. Check supply, product role and commercial terms before a reactivation trial.",Category manager,"Documented range decision; if trialled, units and gross profit against an agreed baseline.",,Not estimated,12 weeks,No defensible monetary estimate from the supplied data.,"[""An investigation is recommended; financial impact is not established.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0010"", ""row_number"": 11}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0010"", ""row_number"": 11}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM001"", ""row_number"": 2}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM034"", ""row_number"": 35}]","[{""brand"": ""Manic Panic"", ""name"": ""Manic Panic High Voltage Ultra Violet"", ""observed_date"": ""2026-07-01"", ""price_eur"": 11.99, ""record_id"": ""CM001"", ""signal_score_0_100"": 96.0, ""signal_valid"": true, ""source"": ""amazon.de"", ""trend_score_12w_pct"": 0.58}, {""brand"": ""Madison Reed"", ""name"": ""Madison Reed Root Ultra Violet"", ""observed_date"": ""2026-07-01"", ""price_eur"": 7.16, ""record_id"": ""CM034"", ""signal_score_0_100"": 7.1, ""signal_valid"": true, ""source"": ""flaconi.de"", ""trend_score_12w_pct"": 0.038}]",HC0010,Manic Panic Classic Cream Ultra Violet,Manic Panic,Semi-Permanent / Fashion Color,Vivid,Indie Color Imports,False,inaktiv,in_stock,Evergreen,2 x 1 kit,7.24,3749.33,536,0.383,0.401,71115.63,0.246,5.272160283189504,4.215972941094782,0.363,27,"[""HC0038"", ""HC0055"", ""HC0057"", ""HC0059"", ""HC0061"", ""HC0068"", ""HC0074"", ""HC0077"", ""HC0078"", ""HC0080"", ""HC0088"", ""HC0102"", ""HC0113"", ""HC0115"", ""HC0133"", ""HC0149"", ""HC0154"", ""HC0171"", ""HC0180"", ""HC0186"", ""HC0197"", ""HC0208"", ""HC0209"", ""HC0215"", ""HC0219"", ""HC0224"", ""HC0228""]",9.575,2,12.0
